pm10,pm2_5,co,no2,o3,so2
23.0,45.0,0.1,33.5,13.4,0.6
34.0,17.0,0.1,13.8,17.46666666666667,7.6
4.0,9.0,0.1,8.75,21.533333333333335,8.85
10.0,25.0,0.1,3.7,25.6,10.1
11.0,30.0,0.1,5.1,27.450000000000003,11.35
9.0,64.0,1.1,2.3,29.3,12.6
13.0,34.0,2.1,6.55,16.8,6.3999999999999995
17.0,35.0,3.1,10.8,22.9,0.2
20.0,38.0,2.1,7.2,20.3,0.22
22.0,33.0,1.1,7.4,21.6,0.24
2.0,20.5,0.1,1.1,24.46666666666667,0.26
7.0,8.0,1.35,1.35,27.333333333333332,0.28
11.0,18.0,2.6,1.6,30.2,0.3
12.0,30.0,0.1,5.1,22.4,1.6
17.5,47.0,3.3000000000000003,5.55,15.85,2.1
23.0,64.0,6.5,6.0,9.3,2.6
13.0,35.0,0.6,3.95,25.849999999999998,0.1
16.0,34.0,2.3,1.9,42.4,1.5
15.25,61.0,2.65,6.699999999999999,21.25,21.05
14.5,108.5,3.0,11.5,0.1,40.6
13.75,156.0,3.2,7.866666666666667,9.7,23.45
13.0,31.0,3.4,4.233333333333333,19.3,6.3
44.5,1.0,3.55,0.6,28.9,5.25
76.0,186.0,3.7,173.0,5.4,4.2
50.5,104.5,4.7,87.7,22.6,4.2
25.0,23.0,5.7,2.4,39.8,4.2
31.375,51.5,5.45,23.724999999999998,35.5,4.2
37.75,80.0,5.2,45.05,31.199999999999996,4.2
44.125,52.0,4.95,66.375,26.9,4.2
50.5,19.0,4.7,87.7,22.599999999999998,4.2
56.875,52.0,4.45,109.025,18.299999999999997,4.2
63.25,64.0,4.2,130.35,14.0,4.2
69.625,19.0,3.95,151.675,9.7,4.2
76.0,186.0,3.7,173.0,5.4,4.2
66.33333333333333,132.33333333333334,3.2333333333333334,117.1,10.8,3.3000000000000003
56.66666666666667,78.66666666666667,2.7666666666666666,61.2,16.200000000000003,2.4000000000000004
47.0,25.0,2.3,5.3,21.6,1.5
37.333333333333336,13.0,2.1666666666666665,2.5,6.4,0.2
27.66666666666667,8.0,2.033333333333333,5.05,13.95,0.44999999999999996
18.0,49.0,1.9,7.6,21.5,0.7
20.5,90.0,2.0,5.65,18.733333333333334,1.0
23.0,8.0,2.1,3.7,15.966666666666665,1.3
14.0,55.0,4.8,20.7,13.2,1.6
9.5,102.0,2.4499999999999997,12.45,20.25,1.6
5.0,9.0,0.1,4.2,27.3,1.6
7.5,14.5,0.7,0.6,27.05,2.2
10.0,20.0,3.0,4.0,26.8,0.2
10.0,20.0,3.0,4.0,26.8,11.0
10.0,20.0,3.0,4.0,26.8,0.2
20.0,24.0,7.1,42.5,0.8,0.7
20.0,42.0,6.225,9.2,3.625,3.0
27.0,57.0,5.35,11.5,6.449999999999999,5.3
34.0,17.0,4.475,13.8,9.275,7.6
26.5,55.0,3.5999999999999996,10.55,12.1,1.9
19.0,40.0,2.7249999999999996,7.3,15.075,1.575
19.333333333333332,95.0,1.8499999999999996,7.166666666666667,18.05,1.25
19.666666666666668,61.0,0.9749999999999996,7.033333333333333,21.025,0.925
20.0,38.0,0.1,6.9,24.0,0.6
11.0,34.0,1.45,6.1,26.4,0.7
15.0,34.0,2.8,2.8,40.7,3.1
35.0,70.0,4.4,18.9,3.2,3.5
10.0,21.0,0.1,2.8,28.1,2.65
17.0,39.0,0.7333333333333333,10.2,20.2,1.8
5.0,13.0,1.3666666666666667,3.2,27.3,0.9500000000000002
10.0,42.0,2.0,3.1,0.7,0.1
16.0,13.0,2.15,6.4,24.8,0.2
6.0,13.0,2.3,9.3,16.8,0.3
17.0,57.0,2.2,10.6,22.450000000000003,0.6
7.0,17.0,2.4,3.7,28.1,0.6
9.0,13.0,2.6,2.8,23.925,0.5333333333333333
14.0,35.0,2.8,1.9,19.75,0.4666666666666667
20.4,57.0,3.82,6.42,15.575,0.39999999999999997
26.8,46.0,4.84,10.940000000000001,11.4,0.3333333333333333
33.2,35.0,5.859999999999999,15.460000000000003,16.5,0.26666666666666666
39.6,33.0,6.88,19.98,21.6,0.2
46.0,70.0,7.9,24.5,63.6,5.0
