pm10,pm2_5,co,no2,o3,so2
20.0,55.0,2.3,12.4,22.8,1.5
17.0,61.0,0.1,22.3,45.6,5.8
17.0,20.0,2.4,4.6,36.7,5.1
16.0,13.0,5.0,5.2,24.1,0.2
49.0,62.0,2.3,14.7,14.7,0.6
17.0,20.0,2.4,4.6,36.7,5.1
14.0,30.0,2.8,1.9,21.6,1.5
16.0,17.0,1.9,4.2,30.4,0.2
23.0,48.0,2.3,6.4,21.6,1.5
34.0,70.0,0.1,1.8,16.2,0.6
16.0,38.0,2.3,30.6,21.6,1.5
69.0,126.0,5.1,11.7,31.8,7.9
16.0,57.0,2.3,6.5,21.6,1.5
11.0,1.0,2.3,9.3,48.8,1.5
110.0,93.0,1.3,1.6,11.6,14.9
20.0,33.0,2.3,6.9,23.2,1.5
10.0,42.0,2.0,3.1,0.7,0.1
10.0,21.0,0.1,2.8,28.1,1.5
81.0,170.0,11.8,18.3,94.2,6.1
23.0,64.0,6.5,6.0,9.3,2.6
16.0,30.0,2.3,2.5,20.0,0.3
79.0,117.0,3.7,6.1,63.3,6.3
16.0,90.0,2.3,6.5,21.6,1.5
16.0,74.0,2.3,6.5,21.6,1.5
60.0,55.0,3.5,3.1,21.6,1.5
8.0,5.0,1.2,4.7,28.1,1.5
27.0,21.0,2.5,12.8,20.3,1.6
23.0,55.0,2.3,12.5,21.6,1.5
16.0,42.0,5.3,6.3,6.6,3.6
35.0,67.0,4.4,18.9,3.9,3.5
23.0,52.0,2.3,7.4,21.6,1.5
20.0,38.0,0.1,6.9,24.0,0.6
11.0,41.0,1.5,3.8,8.0,0.8
20.0,24.0,7.1,42.5,0.8,0.7
6.0,30.0,2.3,2.8,15.5,1.1
48.0,39.0,0.1,10.3,12.0,2.0
16.0,57.0,2.3,6.5,21.6,1.5
16.0,23.0,0.1,9.2,1.7,1.5
15.0,53.0,4.5,6.5,42.4,1.5
10.0,1.0,3.4,7.5,36.8,4.3
34.0,17.0,2.3,13.8,21.6,7.6
15.0,10.0,6.7,20.5,0.8,0.3
28.0,68.0,2.2,16.2,1.6,1.5
16.0,29.0,7.5,6.5,4.3,1.4
18.0,38.0,2.3,8.2,21.6,8.5
23.0,30.0,4.1,26.3,21.6,1.9
10.0,22.0,0.1,3.2,11.0,0.3
16.0,57.0,2.3,6.5,21.6,1.5
16.0,95.0,2.3,6.5,21.6,1.5
16.0,5.0,2.3,6.5,21.6,1.5
16.0,61.0,2.3,6.5,21.6,1.5
20.0,42.0,2.3,6.5,21.6,1.5
16.0,120.0,2.3,6.5,21.6,1.5
16.0,30.0,2.3,6.5,21.6,1.5
24.0,55.0,0.1,18.3,21.6,0.5
16.0,95.0,2.3,6.5,21.6,1.5
16.0,1.0,2.3,1.0,37.4,1.5
21.0,28.0,1.2,1.0,18.4,1.5
9.0,64.0,2.3,2.3,29.3,12.6
16.0,4.0,2.3,6.5,21.6,1.5
17.0,36.0,0.1,19.2,28.7,0.5
33.0,30.0,3.0,12.0,7.0,1.5
8.0,5.0,0.1,1.4,21.6,1.6
18.0,33.0,2.3,7.8,21.6,1.5
16.0,193.0,2.3,6.5,21.6,1.5
21.0,53.0,10.0,34.3,6.4,1.5
49.0,78.0,4.3,14.6,12.1,5.9
16.0,30.0,2.3,6.5,21.6,1.5
79.0,117.0,3.7,6.1,63.3,6.3
16.0,12.0,2.3,6.5,21.6,1.5
5.0,99.0,1.9,7.8,13.0,1.5
17.0,26.0,2.3,6.5,21.6,0.2
40.0,78.0,5.7,25.4,22.3,0.9
16.0,102.0,2.3,6.5,21.6,1.5
16.0,6.0,2.3,6.5,21.6,1.5
16.0,63.0,2.3,6.5,21.6,1.5
16.0,34.0,2.3,6.5,21.6,1.5
20.0,21.0,4.0,6.5,12.0,2.0
12.0,25.0,5.9,29.1,27.4,3.9
11.0,27.0,1.2,9.7,28.9,0.8
9.0,1.0,3.4,9.3,37.6,1.5
16.0,30.0,2.3,6.5,21.6,1.5
16.0,19.0,2.3,6.5,21.6,1.5
32.0,52.0,0.1,33.6,20.5,0.6
32.0,72.0,2.3,6.5,19.2,3.8
16.0,15.0,6.4,3.7,20.0,5.1
19.0,47.0,2.7,7.1,22.6,0.9
15.0,34.0,0.1,4.6,21.6,1.5
48.0,74.0,7.9,24.5,58.9,5.0
53.0,59.0,14.0,31.0,21.6,32.0
28.0,62.0,2.3,23.9,23.3,1.5
16.0,95.0,2.3,6.5,21.6,1.5
21.0,30.0,2.3,6.5,8.0,1.0
10.0,17.0,2.3,5.2,24.8,0.2
12.0,31.0,2.3,2.8,30.2,0.6
34.0,99.0,2.3,5.0,25.2,0.7
7.0,13.0,2.3,31.1,4.1,2.1
16.0,57.0,2.3,6.5,21.6,1.5
17.0,32.0,0.4,1.4,28.7,0.3
3.0,4.0,0.1,0.2,10.5,0.4
10.0,25.0,0.1,5.1,25.6,0.6
14.0,30.0,2.3,3.2,11.9,1.5
11.0,34.0,2.3,6.1,26.4,0.7
14.0,34.0,2.3,3.2,30.2,2.9
2.0,5.0,2.3,6.5,21.6,1.5
28.0,59.0,27.5,11.9,14.2,1.8
10.0,30.0,2.3,16.6,21.6,29.2
15.0,35.0,0.1,10.7,21.6,2.3
16.0,44.0,0.1,9.5,21.6,1.5
18.0,38.0,2.3,8.2,21.6,8.5
11.0,30.0,0.1,17.0,21.6,1.5
11.0,16.0,0.1,6.5,30.5,1.5
10.0,21.0,0.1,2.8,28.1,1.5
10.0,30.0,0.1,1.1,21.6,1.5
22.0,38.0,0.1,8.7,21.0,3.8
5.0,4.0,2.3,1.6,24.1,1.6
17.0,30.0,0.1,2.6,29.8,1.9
45.0,37.0,2.3,6.0,21.6,1.5
12.0,26.0,2.3,9.0,21.6,1.5
10.0,8.0,2.3,0.7,21.6,1.5
10.0,20.0,3.0,4.0,26.8,0.2
10.0,9.0,2.3,6.5,21.6,1.5
17.0,57.0,2.2,10.6,21.6,0.6
27.0,52.0,0.1,2.7,21.6,0.6
20.0,61.0,2.8,5.5,26.9,8.7
19.0,30.0,2.3,12.0,21.6,1.5
16.0,30.0,2.3,6.5,21.6,1.5
14.0,46.0,0.1,7.4,21.6,1.5
17.0,39.0,2.3,10.2,20.2,1.5
12.0,5.0,2.3,3.5,34.7,0.1
16.0,36.0,0.1,19.2,28.7,0.5
28.0,62.0,2.3,23.9,23.3,1.5
10.0,33.0,2.3,7.6,21.6,1.5
12.0,30.0,0.1,4.6,22.4,1.6
8.0,6.0,2.3,1.3,21.6,1.5
9.0,10.0,2.3,6.5,21.6,1.5
20.0,50.0,0.1,15.1,17.9,1.0
40.0,102.0,1.7,11.5,9.8,4.6
1.0,4.0,2.3,6.5,21.6,1.5
16.0,53.0,2.3,6.5,21.6,1.5
33.0,32.0,2.3,3.1,34.6,0.1
17.0,41.0,2.3,7.8,29.7,1.5
34.0,99.0,2.3,5.0,25.2,0.7
20.0,46.0,0.1,24.7,31.3,1.5
1.0,5.0,2.3,18.6,29.4,3.4
5.0,10.0,2.3,2.1,30.0,1.5
32.0,52.0,0.1,33.6,20.5,0.6
27.0,21.0,2.5,12.8,20.3,1.6
7.0,9.0,2.3,0.8,21.6,1.5
23.0,30.0,4.1,26.3,21.6,1.9
11.0,12.0,2.3,6.5,21.6,1.5
15.0,34.0,0.1,4.6,21.6,1.5
60.0,55.0,3.5,3.1,21.6,1.5
49.0,62.0,2.3,14.7,14.7,0.6
16.0,34.0,2.3,6.5,16.8,1.5
14.0,30.0,2.3,6.4,21.6,1.5
12.0,23.0,2.7,2.3,31.0,0.4
20.0,38.0,2.3,7.2,20.3,1.5
20.0,55.0,2.3,12.4,22.8,1.5
12.0,9.0,2.3,0.6,21.6,1.5
17.0,30.0,0.1,16.5,21.6,1.5
11.0,23.0,0.1,0.1,10.5,0.5
18.0,48.0,2.3,12.3,18.6,1.5
9.0,64.0,2.3,2.3,29.3,12.6
17.0,26.0,0.1,0.6,10.5,1.9
21.0,57.0,2.3,4.2,26.9,0.7
22.0,49.0,2.3,16.5,15.9,1.5
34.0,17.0,2.3,13.8,21.6,7.6
9.0,21.0,0.1,6.0,21.6,0.6
19.0,22.0,2.3,6.5,21.6,1.5
13.0,30.0,0.1,16.0,21.6,1.5
20.0,38.0,0.1,6.9,24.0,0.6
48.0,39.0,0.1,10.3,12.0,2.0
14.0,46.0,2.3,2.8,26.4,1.5
9.0,30.0,2.3,4.6,21.6,1.6
8.0,30.0,2.3,6.5,21.6,1.5
31.0,54.0,2.3,15.2,21.6,1.5
7.0,30.0,2.3,6.5,21.6,1.5
8.0,8.0,2.3,6.5,21.6,1.5
18.0,39.0,0.1,8.2,21.6,1.5
30.0,65.0,2.3,6.5,21.6,1.5
7.0,21.0,2.3,6.5,21.6,2.3
16.0,9.0,2.3,1.9,33.7,1.5
20.0,42.0,2.3,6.5,21.6,1.5
15.0,30.0,2.3,3.4,21.6,3.0
20.0,33.0,2.3,6.9,23.2,1.5
11.0,30.0,2.3,2.9,21.6,0.9
15.0,20.0,2.3,4.7,28.8,1.5
35.0,67.0,4.4,18.9,3.9,3.5
33.0,27.0,2.3,8.2,21.6,1.5
23.0,52.0,2.3,7.4,21.6,1.5
19.0,47.0,2.7,7.1,22.6,0.9
7.0,13.0,2.3,31.1,4.1,2.1
22.0,38.0,0.1,8.7,21.0,3.8
16.0,1.0,3.4,13.0,48.1,4.3
10.0,50.0,2.3,3.8,50.7,4.3
9.0,25.0,3.4,9.3,37.6,1.5
16.0,50.0,2.3,18.6,29.6,2.9
6.0,21.0,3.4,5.6,40.8,1.5
9.0,21.0,4.5,5.6,40.8,1.5
13.0,38.0,1.2,2.8,45.6,2.9
17.0,61.0,0.1,22.3,45.6,5.8
11.0,42.0,3.4,9.3,48.8,1.5
11.0,38.0,3.4,11.2,40.8,2.9
10.0,38.0,2.3,5.6,42.4,2.9
15.0,46.0,2.3,3.8,40.0,1.5
12.0,1.0,3.4,6.5,48.8,2.9
15.0,53.0,2.3,6.5,48.8,1.5
10.0,34.0,2.3,6.5,21.6,1.5
9.0,21.0,2.3,2.8,43.2,1.5
10.0,55.0,3.4,4.7,35.2,1.5
15.0,50.0,3.4,12.1,46.5,1.5
9.0,38.0,3.4,4.7,38.4,1.5
9.0,42.0,2.3,1.9,48.8,2.9
16.0,13.0,2.3,6.5,21.6,1.5
14.0,42.0,3.4,2.8,44.0,1.5
7.0,25.0,2.3,11.2,36.8,1.5
1.0,61.0,3.4,7.5,33.6,1.5
6.0,17.0,5.6,3.8,40.0,1.5
16.0,53.0,5.6,6.5,49.6,1.5
12.0,30.0,3.4,9.3,38.4,1.5
9.0,34.0,2.3,4.7,38.4,1.5
10.0,57.0,2.3,5.6,50.7,1.5
12.0,53.0,2.3,3.8,46.5,1.5
11.0,42.0,2.3,2.8,50.7,2.9
14.0,46.0,3.4,11.2,47.2,1.5
7.0,25.0,0.1,5.6,40.0,8.6
9.0,50.0,3.4,7.5,42.4,1.5
11.0,38.0,2.3,12.1,59.7,4.3
9.0,38.0,2.3,3.8,40.0,1.5
9.0,25.0,3.4,9.3,37.6,1.5
2.0,30.0,2.3,2.8,40.8,1.5
10.0,53.0,2.3,4.7,40.8,1.5
10.0,42.0,2.3,12.1,32.8,2.9
15.0,53.0,5.6,6.5,42.4,1.5
13.0,46.0,3.4,3.8,42.4,2.9
10.0,21.0,3.4,3.8,39.2,1.5
19.0,63.0,3.4,14.9,41.6,1.5
10.0,46.0,2.3,11.2,40.0,1.5
9.0,34.0,1.2,4.7,37.6,1.5
10.0,42.0,2.3,2.8,43.2,1.5
13.0,63.0,1.2,1.9,42.4,1.5
15.0,50.0,4.5,13.0,44.0,1.5
12.0,59.0,2.3,4.7,36.8,1.5
8.0,42.0,2.3,2.8,40.0,1.5
10.0,30.0,3.4,7.5,36.8,4.3
10.0,46.0,3.4,3.8,44.0,1.5
8.0,53.0,1.2,1.9,37.6,1.5
8.0,21.0,3.4,19.5,36.8,1.5
11.0,42.0,2.3,2.8,50.7,2.9
17.0,46.0,2.3,7.5,29.6,2.9
11.0,25.0,3.4,7.5,38.4,1.5
10.0,46.0,2.3,2.8,46.5,1.5
15.0,50.0,4.5,13.0,44.0,1.5
9.0,57.0,2.3,1.9,44.0,1.5
15.0,46.0,3.4,8.4,44.0,1.5
10.0,30.0,2.3,3.8,40.8,1.5
5.0,46.0,1.2,1.9,47.2,1.5
13.0,53.0,3.4,7.5,40.8,1.5
10.0,38.0,3.4,8.4,44.8,1.5
8.0,1.0,3.4,5.6,43.2,2.9
10.0,25.0,2.3,6.5,42.4,1.5
10.0,25.0,2.3,5.6,38.4,2.9
2.0,17.0,3.4,7.5,13.6,1.5
9.0,21.0,4.5,5.6,40.8,1.5
11.0,38.0,2.3,2.8,47.2,1.5
18.0,53.0,3.4,15.8,33.6,10.0
8.0,30.0,2.3,7.5,36.1,1.5
16.0,29.0,7.5,6.5,4.3,1.4
10.0,25.0,2.3,2.8,44.0,1.5
9.0,30.0,2.3,6.5,40.8,1.5
11.0,38.0,0.1,5.6,42.4,1.5
9.0,34.0,2.3,4.7,38.4,1.5
10.0,30.0,3.4,8.4,37.6,1.5
11.0,30.0,3.4,1.9,40.8,1.5
17.0,53.0,2.3,6.5,47.2,1.5
14.0,34.0,4.5,2.8,44.8,1.5
11.0,42.0,2.3,2.8,45.6,1.5
13.0,57.0,3.4,3.8,44.0,2.9
10.0,38.0,3.4,11.2,36.1,2.9
9.0,34.0,2.3,7.5,38.4,1.5
20.0,59.0,12.1,36.6,0.3,0.8
12.0,13.0,1.9,7.8,0.3,0.2
32.0,77.0,2.3,6.5,21.6,1.5
19.0,25.0,1.0,8.7,18.8,2.4
18.0,25.0,1.0,8.7,23.3,0.6
4.0,11.0,5.6,11.2,28.9,7.8
16.0,21.0,1.9,14.7,29.1,1.5
19.0,25.0,1.9,8.3,25.8,0.6
22.0,25.0,2.5,15.6,21.6,0.3
7.0,9.0,1.9,5.1,0.3,1.1
20.0,25.0,1.9,16.0,21.6,0.8
34.0,38.0,1.2,8.3,30.7,0.3
20.0,25.0,8.2,14.2,21.6,0.7
19.0,25.0,1.9,8.3,25.8,0.6
22.0,25.0,2.5,15.6,21.6,0.3
4.0,11.0,5.6,11.2,28.9,7.8
26.0,30.0,1.6,12.4,23.0,1.5
11.0,30.0,3.5,12.8,5.7,0.3
56.0,30.0,7.5,27.0,21.6,0.8
11.0,30.0,3.5,12.8,5.7,0.3
22.0,25.0,2.5,15.6,21.6,0.3
26.0,30.0,1.6,12.4,23.0,1.5
44.0,21.0,1.0,11.5,20.3,1.1
8.0,25.0,1.0,9.6,21.6,3.2
19.0,25.0,1.9,6.0,30.7,0.3
10.0,17.0,1.9,0.5,23.5,0.7
26.0,30.0,1.6,12.4,23.0,1.5
34.0,38.0,1.2,8.3,30.7,0.3
46.0,30.0,2.3,24.1,21.6,3.5
16.0,13.0,1.0,11.5,71.5,1.0
20.0,59.0,12.1,36.6,0.3,0.8
56.0,30.0,7.5,27.0,21.6,0.8
4.0,11.0,5.6,11.2,28.9,7.8
28.0,25.0,1.0,14.2,25.8,0.6
44.0,21.0,1.0,11.5,20.3,1.1
14.0,17.0,1.9,9.2,2.3,1.1
16.0,21.0,1.0,5.5,2.0,1.5
16.0,21.0,1.0,5.5,2.0,1.5
27.0,21.0,3.7,20.6,21.6,1.5
7.0,9.0,1.9,5.1,0.3,1.1
20.0,25.0,8.2,14.2,21.6,0.7
16.0,13.0,1.0,11.5,71.5,1.0
27.0,21.0,3.7,20.6,21.6,1.5
27.0,21.0,3.7,20.6,21.6,1.5
16.0,21.0,1.9,14.7,29.1,1.5
27.0,21.0,2.5,12.8,20.3,1.6
20.0,46.0,1.2,20.6,24.5,1.0
4.0,11.0,5.6,11.2,28.9,7.8
7.0,9.0,1.9,5.1,0.3,1.1
20.0,46.0,1.2,20.6,24.5,1.0
16.0,13.0,1.0,11.5,71.5,1.0
4.0,11.0,5.6,11.2,28.9,7.8
20.0,25.0,1.9,16.0,21.6,0.8
1.0,2.0,2.3,6.5,21.6,1.5
21.0,30.0,1.6,17.4,21.6,0.2
25.0,80.0,2.3,6.5,21.6,1.5
20.0,25.0,8.2,14.2,21.6,0.7
19.0,25.0,1.0,8.7,18.8,2.4
20.0,25.0,1.9,16.0,21.6,0.8
19.0,25.0,1.0,8.7,18.8,2.4
30.0,38.0,0.3,7.8,7.8,0.3
28.0,25.0,1.0,14.2,25.8,0.6
19.0,25.0,1.9,8.3,25.8,0.6
22.0,25.0,2.5,15.6,21.6,0.3
26.0,30.0,1.6,12.4,23.0,1.5
4.0,12.0,0.5,1.1,38.9,27.8
11.0,30.0,3.5,12.8,5.7,0.3
44.0,21.0,1.0,11.5,20.3,1.1
14.0,17.0,1.9,9.2,2.3,1.1
16.0,13.0,1.0,11.5,71.5,1.0
26.0,30.0,1.6,12.4,23.0,1.5
30.0,38.0,0.3,7.8,7.8,0.3
1.0,5.0,2.3,18.6,29.4,3.4
28.0,9.0,1.7,8.3,2.0,1.5
19.0,25.0,1.0,8.7,18.8,2.4
1.0,5.0,2.3,18.6,29.4,3.4
21.0,30.0,1.6,17.4,21.6,0.2
34.0,38.0,1.2,8.3,30.7,0.3
16.0,17.0,2.3,2.1,29.6,1.5
16.0,16.0,2.3,6.5,33.6,1.5
16.0,19.0,2.3,10.2,30.4,1.5
16.0,16.0,1.7,4.7,28.1,1.5
7.0,21.0,1.6,1.0,13.9,0.6
6.0,12.0,1.0,3.8,13.5,0.1
16.0,14.0,2.3,0.1,1.0,1.5
16.0,29.0,2.3,6.5,21.6,1.5
16.0,13.0,2.3,14.7,25.6,1.5
16.0,48.0,2.3,6.5,23.3,1.5
16.0,33.0,2.3,6.5,21.6,1.5
22.0,42.0,0.9,6.5,30.7,0.7
10.0,22.0,0.1,3.2,11.0,0.3
16.0,55.0,2.3,6.5,24.1,1.5
5.0,11.0,2.3,6.5,13.9,1.5
16.0,29.0,2.3,11.5,20.8,1.5
16.0,34.0,2.3,6.5,21.6,1.5
16.0,21.0,2.3,5.6,9.6,1.5
18.0,35.0,2.3,6.5,19.2,1.5
18.0,34.0,2.3,6.5,21.6,1.5
6.0,16.0,2.3,5.0,29.6,1.5
16.0,8.0,2.3,1.0,36.8,1.5
16.0,33.0,2.3,6.5,11.8,1.5
16.0,41.0,5.6,20.8,4.8,1.5
16.0,18.0,2.3,6.5,21.6,1.5
9.0,17.0,2.3,6.5,17.6,1.5
16.0,32.0,2.3,6.5,11.8,1.5
54.0,90.0,2.3,6.5,21.6,1.5
19.0,51.0,2.4,3.7,7.3,0.2
16.0,16.0,2.3,6.5,21.6,1.5
25.0,48.0,2.3,6.3,26.1,0.6
16.0,33.0,2.3,6.5,8.0,1.5
16.0,19.0,2.3,6.5,21.6,1.5
16.0,17.0,1.9,4.7,29.6,0.2
16.0,30.0,2.3,1.2,19.2,1.5
9.0,21.0,2.3,4.7,35.2,1.5
16.0,23.0,2.3,6.5,21.6,1.5
16.0,13.0,2.3,3.2,4.8,0.2
16.0,17.0,2.3,6.5,13.5,1.5
16.0,18.0,2.3,6.5,21.6,1.5
16.0,9.0,2.3,6.5,16.0,1.5
16.0,38.0,2.3,6.5,21.6,1.5
20.0,34.0,2.3,6.5,10.4,1.5
16.0,21.0,2.3,2.8,0.1,1.5
16.0,33.0,2.3,6.5,21.6,1.5
16.0,23.0,1.2,1.8,33.0,0.8
5.0,58.0,2.3,5.5,19.2,0.2
21.0,19.0,2.5,1.0,7.8,0.6
16.0,19.0,2.3,6.5,32.8,1.5
9.0,19.0,2.3,5.2,21.6,0.2
16.0,28.0,2.3,4.7,21.6,1.5
16.0,22.0,2.3,6.5,21.6,1.5
6.0,13.0,2.3,1.9,33.6,0.3
16.0,59.0,2.3,2.7,19.2,1.5
16.0,41.0,5.6,20.8,4.8,1.5
16.0,17.0,2.3,6.5,21.6,1.8
11.0,25.0,2.3,5.6,15.2,1.5
15.0,31.0,2.3,6.5,5.6,0.6
16.0,13.0,2.3,2.3,31.2,0.9
27.0,45.0,2.3,24.9,16.7,1.5
16.0,22.0,2.3,6.5,27.2,1.5
16.0,15.0,2.3,6.5,25.6,1.3
4.0,13.0,1.2,6.5,22.4,0.8
28.0,62.0,2.3,23.9,23.3,1.5
10.0,29.0,2.3,6.5,21.6,1.5
6.0,14.0,1.9,3.8,21.6,1.5
16.0,58.0,2.3,5.6,21.6,1.5
16.0,35.0,2.3,6.5,20.8,0.9
16.0,30.0,2.3,6.5,21.6,1.5
16.0,23.0,2.3,18.5,21.6,1.5
16.0,9.0,2.3,4.2,24.8,1.5
16.0,35.0,2.3,6.5,18.4,1.5
16.0,30.0,2.3,11.0,41.9,19.8
30.0,72.0,6.4,8.0,6.6,2.8
16.0,26.0,1.2,15.8,6.4,1.5
16.0,41.0,5.6,20.8,4.8,1.5
16.0,34.0,2.3,3.8,24.1,1.5
16.0,13.0,2.3,6.5,27.2,1.5
18.0,33.0,2.3,6.5,10.6,1.5
15.0,16.0,2.1,1.7,12.8,0.3
13.0,32.0,3.4,15.5,24.8,0.6
38.0,27.0,2.3,6.5,14.7,1.5
16.0,53.0,2.3,6.5,21.6,1.5
8.0,16.0,2.3,6.5,19.2,0.2
16.0,53.0,3.4,10.9,17.6,1.5
16.0,29.0,2.3,6.5,21.6,1.5
17.0,21.0,2.3,1.0,12.1,1.5
11.0,54.0,1.5,3.8,8.0,0.8
33.0,26.0,0.1,7.7,7.4,0.2
14.0,36.0,2.3,2.0,28.2,1.5
16.0,16.0,2.3,6.5,21.6,1.5
16.0,53.0,3.4,10.9,17.6,1.5
16.0,17.0,2.3,4.0,20.0,0.8
26.0,40.0,1.3,6.5,13.0,0.1
6.0,14.0,2.3,6.5,26.5,1.5
23.0,43.0,1.3,8.3,12.2,0.1
10.0,24.0,1.2,5.0,22.4,1.2
16.0,30.0,2.3,6.5,34.4,1.5
16.0,25.0,2.3,6.5,21.6,1.5
6.0,10.0,2.3,2.5,29.6,0.2
22.0,41.0,2.3,6.5,11.0,1.5
16.0,57.0,2.3,6.5,21.6,1.5
20.0,46.0,2.3,3.2,27.7,0.6
22.0,12.0,2.8,4.6,5.7,0.4
16.0,13.0,2.3,6.5,21.6,1.5
6.0,13.0,2.3,9.3,16.8,0.3
16.0,16.0,2.3,4.7,28.1,1.5
16.0,8.0,2.3,3.4,21.6,1.5
1.0,3.0,3.4,6.5,39.2,1.5
16.0,30.0,2.3,6.5,31.2,1.5
15.0,46.0,2.3,17.9,30.0,1.5
7.0,3.0,2.3,16.7,24.1,1.5
16.0,30.0,2.3,6.5,21.6,1.5
5.0,14.0,2.3,5.0,29.4,1.5
16.0,16.0,2.0,9.8,3.0,1.5
16.0,40.0,2.3,6.5,21.6,1.5
16.0,15.0,2.3,6.5,22.4,1.5
16.0,29.0,2.3,3.8,18.4,0.6
16.0,25.0,2.3,6.5,21.6,1.5
7.0,18.0,2.3,1.0,21.6,1.5
16.0,34.0,2.3,6.5,23.3,1.5
16.0,41.0,5.6,20.8,4.8,1.5
16.0,25.0,2.3,6.5,24.8,1.5
15.0,36.0,5.6,24.5,4.8,0.2
16.0,22.0,2.3,0.1,1.0,0.1
16.0,15.0,1.5,4.4,27.7,1.5
12.0,33.0,2.3,9.3,12.8,1.5
16.0,41.0,5.6,20.8,4.8,1.5
4.0,11.0,1.2,5.6,16.0,1.8
16.0,19.0,2.3,6.5,32.8,1.5
15.0,36.0,5.6,24.5,4.8,0.2
3.0,8.0,2.3,5.0,16.8,0.2
16.0,113.0,2.3,6.5,21.6,1.5
16.0,29.0,2.3,11.5,20.8,1.5
18.0,53.0,2.5,1.0,7.8,0.6
16.0,22.0,2.3,6.5,20.8,1.5
22.0,30.0,2.3,6.5,21.6,1.5
16.0,31.0,2.3,6.5,5.7,1.5
15.0,33.0,2.3,6.5,17.0,1.5
5.0,17.0,2.3,2.8,14.7,0.6
16.0,38.0,2.3,30.6,21.6,1.5
16.0,41.0,5.6,20.8,4.8,1.5
16.0,30.0,4.5,12.9,14.5,1.0
20.0,64.0,2.3,2.2,20.0,1.5
34.0,56.0,2.3,3.1,20.0,0.2
16.0,41.0,5.6,20.8,4.8,1.5
25.0,32.0,2.3,6.5,11.8,0.1
16.0,20.0,2.3,6.5,21.6,1.5
9.0,15.0,1.9,3.7,14.7,0.2
16.0,34.0,2.3,6.5,19.2,1.5
18.0,30.0,2.3,6.5,9.4,1.5
16.0,15.0,2.3,6.5,2.0,1.5
6.0,17.0,2.3,1.9,8.8,0.3
16.0,23.0,2.3,6.5,21.6,1.5
16.0,35.0,2.3,0.1,29.6,1.5
16.0,13.0,2.3,2.5,27.2,1.5
2.0,5.0,2.3,6.5,21.6,1.5
16.0,68.0,3.4,5.1,21.6,1.5
16.0,17.0,3.4,10.2,11.2,1.5
13.0,38.0,2.2,5.5,14.7,0.6
23.0,38.0,2.3,6.5,12.6,1.5
16.0,18.0,2.3,6.5,11.2,1.5
16.0,37.0,2.3,6.5,21.6,1.5
16.0,41.0,2.3,8.8,12.1,1.5
16.0,21.0,3.4,7.1,17.6,1.5
3.0,31.0,2.9,8.4,17.6,1.5
16.0,18.0,2.3,6.5,21.6,1.5
16.0,36.0,2.3,6.5,21.6,0.2
16.0,13.0,2.3,6.5,21.6,1.5
19.0,52.0,0.1,1.5,11.0,0.8
16.0,30.0,2.3,3.8,21.6,1.5
19.0,21.0,2.3,6.5,21.6,1.5
13.0,20.0,2.3,5.6,20.8,1.5
10.0,25.0,2.3,5.6,0.1,1.5
16.0,17.0,1.9,4.7,29.6,0.2
7.0,25.0,1.9,6.5,8.0,1.5
16.0,34.0,2.3,2.8,20.8,1.5
16.0,21.0,2.3,6.5,24.1,1.5
22.0,48.0,1.2,6.5,21.6,0.2
16.0,49.0,2.3,6.5,21.6,1.5
16.0,8.0,2.3,1.2,32.0,1.5
16.0,17.0,2.3,6.5,21.6,1.5
26.0,53.0,2.9,0.1,21.6,1.5
19.0,30.0,2.3,6.5,21.6,0.2
3.0,11.0,2.3,5.1,23.3,0.2
16.0,33.0,1.2,1.0,4.9,0.2
14.0,32.0,2.3,6.5,4.0,0.6
16.0,21.0,3.4,7.1,17.6,1.5
16.0,44.0,1.3,6.5,1.3,0.2
25.0,22.0,0.1,4.2,28.5,1.1
9.0,20.0,2.3,6.5,21.6,1.5
5.0,19.0,2.3,6.5,12.2,1.5
12.0,15.0,2.3,6.5,24.8,1.5
19.0,35.0,2.3,7.5,12.1,1.5
16.0,21.0,3.4,7.1,17.6,1.5
13.0,38.0,2.2,5.5,14.7,0.6
16.0,32.0,2.4,17.6,8.8,1.5
16.0,30.0,0.1,1.8,0.1,0.8
16.0,19.0,2.3,6.5,21.6,1.5
16.0,13.0,2.3,6.5,28.9,1.5
9.0,17.0,1.4,1.0,16.3,0.6
18.0,21.0,2.3,6.5,21.6,1.5
11.0,26.0,0.6,6.5,21.6,2.9
13.0,15.0,2.3,6.5,21.6,1.5
6.0,22.0,2.3,1.6,24.8,1.5
16.0,30.0,2.3,6.5,11.2,1.5
16.0,51.0,2.3,6.5,21.6,1.5
12.0,13.0,2.3,6.5,18.4,1.5
4.0,21.0,2.1,1.7,32.0,1.5
16.0,41.0,5.6,21.9,6.4,0.2
9.0,17.0,1.4,1.0,16.3,0.6
6.0,18.0,1.2,1.3,20.0,1.5
16.0,63.0,2.3,6.5,21.6,1.5
16.0,41.0,5.6,21.9,6.4,0.2
8.0,30.0,0.1,3.8,19.2,0.3
7.0,17.0,1.9,9.2,16.3,0.6
6.0,16.0,2.4,5.0,26.4,1.5
16.0,28.0,2.3,6.5,21.6,1.5
16.0,18.0,2.3,6.5,24.8,1.5
3.0,30.0,2.3,26.0,1.0,10.0
5.0,8.0,2.3,7.5,30.4,0.2
4.0,3.0,2.3,6.5,18.4,1.5
16.0,38.0,2.3,6.5,21.6,1.5
